"state","county","ownership","resident_count","avg_annual_pay","position"
"Virginia","Montgomery County","Total Covered",2347,45426.01,17
"Virginia","Nelson County","Total Covered",573,34702.01,13
"Virginia","New Kent County","Total Covered",491,37298.01,15
"Virginia","Northampton County","Total Covered",600,31090.01,18
"Virginia","Northumberland County","Total Covered",382,43126.01,21
"Virginia","Nottoway County","Total Covered",445,34936.01,15
"Virginia","Orange County","Total Covered",944,37162.01,13
"Virginia","Page County","Total Covered",609,32814.01,11
"Virginia","Patrick County","Total Covered",554,29351.01,14
"Virginia","Pittsylvania County","Total Covered",1423,35925.01,19
"Virginia","Powhatan County","Total Covered",814,39401.01,15
"Virginia","Prince Edward County","Total Covered",707,35552.01,20
"Virginia","Prince George County","Total Covered",622,52233.01,20
"Virginia","Prince William County","Total Covered",9452,49200.01,21
"Virginia","Pulaski County","Total Covered",845,40391.01,14
"Virginia","Rappahannock County","Total Covered",279,38053.01,19
"Virginia","Richmond County","Total Covered",222,38215.01,15
"Virginia","Roanoke County","Total Covered",2551,42166.01,14
"Virginia","Rockbridge County","Total Covered",509,32192.01,17
"Virginia","Rockingham County","Total Covered",1851,43140.01,17
"Virginia","Russell County","Total Covered",632,39991.01,14
"Virginia","Scott County","Total Covered",453,32654.01,12
"Virginia","Shenandoah County","Total Covered",1226,37569.01,17
"Virginia","Smyth County","Total Covered",937,34661.01,12
"Virginia","Southampton County","Total Covered",357,36110.01,18
"Virginia","Spotsylvania County","Total Covered",3166,39810.01,19
"Virginia","Stafford County","Total Covered",2794,51913.01,15
"Virginia","Surry County","Total Covered",120,81552.01,12
"Virginia","Sussex County","Total Covered",281,38442.01,13
"Virginia","Tazewell County","Total Covered",1125,36550.01,15
"Virginia","Warren County","Total Covered",1106,39580.01,13
"Virginia","Washington County","Total Covered",1579,36491.01,17
"Virginia","Westmoreland County","Total Covered",403,31624.01,19
"Virginia","Wise County","Total Covered",949,34554.01,11
"Virginia","Wythe County","Total Covered",917,34504.01,12
"Virginia","York County","Total Covered",1598,38947.01,11
"Virginia","Alexandria City","Total Covered",6302,78047.01,15
"Virginia","Bristol City","Total Covered",626,35574.01,12
"Virginia","Buena Vista City","Total Covered",136,33382.01,16
"Virginia","Charlottesville City","Total Covered",2550,56411.01,20
"Virginia","Chesapeake City","Total Covered",6190,43787.01,15
"Virginia","Colonial Heights City","Total Covered",744,31603.01,21
"Virginia","Covington City","Total Covered",277,53579.01,14
"Virginia","Danville City","Total Covered",1832,37369.01,13
"Virginia","Emporia City","Total Covered",270,30251.01,12
"Virginia","Fairfax City","Total Covered",1710,55708.01,12
"Virginia","Falls Church City","Total Covered",1047,69868.01,17
"Virginia","Franklin City","Total Covered",353,30463.01,13
"Virginia","Fredericksburg City","Total Covered",1681,46077.01,19
"Virginia","Galax City","Total Covered",417,31773.01,10
"Virginia","Hampton City","Total Covered",2860,46967.01,12
"Virginia","Harrisonburg City","Total Covered",1695,38724.01,17
"Virginia","Hopewell City","Total Covered",521,55022.01,13
"Virginia","Lexington City","Total Covered",311,43227.01,14
"Virginia","Lynchburg City","Total Covered",2741,44234.01,14
"Virginia","Manassas City","Total Covered",1593,62624.01,13
"Virginia","Manassas Park City","Total Covered",316,48975.01,18
"Virginia","Martinsville City","Total Covered",1076,33181.01,17
"Virginia","Newport News City","Total Covered",3921,52966.01,17
"Virginia","Norfolk City","Total Covered",6069,55569.01,12
"Virginia","Norton City","Total Covered",246,37671.01,11
"Virginia","Petersburg City","Total Covered",948,40948.01,15
"Virginia","Poquoson City","Total Covered",235,33508.01,13
"Virginia","Portsmouth City","Total Covered",1847,54646.01,15
"Virginia","Radford City","Total Covered",343,44272.01,12
"Virginia","Richmond City","Total Covered",7902,61679.01,13
"Virginia","Roanoke City","Total Covered",3395,46743.01,12
"Virginia","Salem City","Total Covered",1069,48971.01,10
"Virginia","Staunton City","Total Covered",903,37649.01,13
"Virginia","Suffolk City","Total Covered",1890,46881.01,12
"Virginia","Virginia Beach City","Total Covered",12322,42784.01,19
"Virginia","Waynesboro City","Total Covered",765,37583.01,15
"Virginia","Williamsburg City","Total Covered",534,42812.01,17
"Virginia","Winchester City","Total Covered",1512,47995.01,15
"Virginia","Unknown Or Undefined","Total Covered",28352,85364.01,20
"Washington","Adams County","Total Covered",842,39373.01,12
"Washington","Asotin County","Total Covered",637,39972.01,13
"Washington","Benton County","Total Covered",5879,55226.01,13
"Washington","Chelan County","Total Covered",3434,40550.01,13
"Washington","Clallam County","Total Covered",2439,40246.01,14
"Washington","Clark County","Total Covered",15119,53198.01,12
"Washington","Columbia County","Total Covered",234,41713.01,15
"Washington","Cowlitz County","Total Covered",3010,50133.01,14
"Washington","Douglas County","Total Covered",1257,37086.01,14
"Washington","Ferry County","Total Covered",299,38441.01,12
"Washington","Franklin County","Total Covered",2719,42381.01,15
"Washington","Garfield County","Total Covered",89,47968.01,15
"Washington","Grant County","Total Covered",3259,42196.01,12
"Washington","Grays Harbor County","Total Covered",2385,41277.01,19
"Washington","Island County","Total Covered",2062,40711.01,13
"Washington","Jefferson County","Total Covered",1133,39420.01,16
"Washington","King County","Total Covered",89992,88347.01,11
"Washington","Kitsap County","Total Covered",6833,52147.01,13
"Washington","Kittitas County","Total Covered",1424,42397.01,15
"Washington","Klickitat County","Total Covered",792,52771.01,16
"Washington","Lewis County","Total Covered",2443,43121.01,12
"Washington","Lincoln County","Total Covered",499,38183.01,14
"Washington","Mason County","Total Covered",1399,42134.01,12
"Washington","Okanogan County","Total Covered",1913,34157.01,15
"Washington","Pacific County","Total Covered",814,36983.01,14
"Washington","Pend Oreille County","Total Covered",403,48903.01,19
"Washington","Pierce County","Total Covered",22879,51663.01,13
"Washington","San Juan County","Total Covered",1016,36522.01,15
"Washington","Skagit County","Total Covered",4090,49680.01,13
"Washington","Skamania County","Total Covered",274,35972.01,15
"Washington","Snohomish County","Total Covered",21695,61442.01,16
"Washington","Spokane County","Total Covered",16369,48298.01,14
"Washington","Stevens County","Total Covered",1184,39334.01,14
"Washington","Thurston County","Total Covered",8505,51838.01,15
"Washington","Wahkiakum County","Total Covered",126,37311.01,16
"Washington","Walla Walla County","Total Covered",2112,44597.01,18
"Washington","Whatcom County","Total Covered",7375,47767.01,14
"Washington","Whitman County","Total Covered",1264,48669.01,14
"Washington","Yakima County","Total Covered",7818,39915.01,13
"Washington","Unknown Or Undefined","Total Covered",2964,91294.01,20
"West Virginia","Barbour County","Total Covered",289,40586.01,14
"West Virginia","Berkeley County","Total Covered",2075,42521.01,15
"West Virginia","Boone County","Total Covered",406,49169.01,12
"West Virginia","Braxton County","Total Covered",340,34414.01,14
"West Virginia","Brooke County","Total Covered",485,41810.01,13
"West Virginia","Cabell County","Total Covered",2789,43135.01,13
"West Virginia","Calhoun County","Total Covered",136,42710.01,14
"West Virginia","Clay County","Total Covered",138,30024.01,11
"West Virginia","Doddridge County","Total Covered",120,56913.01,16
"West Virginia","Fayette County","Total Covered",979,38438.01,14
"West Virginia","Gilmer County","Total Covered",160,38960.01,13
"West Virginia","Grant County","Total Covered",304,40326.01,12
"West Virginia","Greenbrier County","Total Covered",1151,36977.01,17
"West Virginia","Hampshire County","Total Covered",450,32761.01,16
"West Virginia","Hancock County","Total Covered",658,41767.01,14
"West Virginia","Hardy County","Total Covered",347,34197.01,12
"West Virginia","Harrison County","Total Covered",2123,50880.01,15
"West Virginia","Jackson County","Total Covered",631,68336.01,14
"West Virginia","Jefferson County","Total Covered",1157,45447.01,16
"West Virginia","Kanawha County","Total Covered",5730,47932.01,14
"West Virginia","Lewis County","Total Covered",470,49702.01,12
"West Virginia","Lincoln County","Total Covered",268,34255.01,14
"West Virginia","Logan County","Total Covered",858,42914.01,12
"West Virginia","McDowell County","Total Covered",372,45386.01,15
"West Virginia","Marion County","Total Covered",1357,43408.01,13
"West Virginia","Marshall County","Total Covered",576,73987.01,15
"West Virginia","Mason County","Total Covered",413,44694.01,12
"West Virginia","Mercer County","Total Covered",1379,37340.01,13
"West Virginia","Mineral County","Total Covered",540,42233.01,14
"West Virginia","Mingo County","Total Covered",541,46046.01,12
"West Virginia","Monongalia County","Total Covered",2750,51669.01,17
"West Virginia","Monroe County","Total Covered",236,39941.01,13
"West Virginia","Morgan County","Total Covered",267,34014.01,13
"West Virginia","Nicholas County","Total Covered",718,36837.01,15
"West Virginia","Ohio County","Total Covered",1552,43108.01,11
"West Virginia","Pendleton County","Total Covered",192,31151.01,16
"West Virginia","Pleasants County","Total Covered",168,50769.01,16
"West Virginia","Pocahontas County","Total Covered",273,31506.01,17
"West Virginia","Preston County","Total Covered",680,39792.01,14
"West Virginia","Putnam County","Total Covered",1488,53544.01,13
"West Virginia","Raleigh County","Total Covered",2211,41305.01,14
"West Virginia","Randolph County","Total Covered",866,35701.01,15
"West Virginia","Ritchie County","Total Covered",253,42257.01,14
"West Virginia","Roane County","Total Covered",296,37741.01,12
"West Virginia","Summers County","Total Covered",205,32399.01,14
"West Virginia","Taylor County","Total Covered",279,43930.01,13
"West Virginia","Tucker County","Total Covered",216,35195.01,13
"West Virginia","Tyler County","Total Covered",149,46109.01,12
"West Virginia","Upshur County","Total Covered",685,39139.01,13
"West Virginia","Wayne County","Total Covered",584,43993.01,12
"West Virginia","Webster County","Total Covered",211,35428.01,14
"West Virginia","Wetzel County","Total Covered",419,34560.01,13
"West Virginia","Wirt County","Total Covered",87,31823.01,11
"West Virginia","Wood County","Total Covered",2292,41811.01,11
"West Virginia","Wyoming County","Total Covered",390,44774.01,14
"West Virginia","Unknown Or Undefined","Total Covered",6419,66620.01,20
"Wisconsin","Adams County","Total Covered",340,37195.01,12
"Wisconsin","Ashland County","Total Covered",602,38607.01,14
"Wisconsin","Barron County","Total Covered",1498,38545.01,13
"Wisconsin","Bayfield County","Total Covered",518,33634.01,15
"Wisconsin","Brown County","Total Covered",7120,49959.01,12
"Wisconsin","Buffalo County","Total Covered",379,36918.01,14
"Wisconsin","Burnett County","Total Covered",424,33418.01,14
"Wisconsin","Calumet County","Total Covered",810,39240.01,14
"Wisconsin","Chippewa County","Total Covered",1645,40663.01,15
"Wisconsin","Clark County","Total Covered",887,39331.01,12
"Wisconsin","Columbia County","Total Covered",1670,40767.01,15
"Wisconsin","Crawford County","Total Covered",462,35399.01,15
"Wisconsin","Dane County","Total Covered",16000,56383.01,11
"Wisconsin","Dodge County","Total Covered",1877,44727.01,12
"Wisconsin","Door County","Total Covered",1288,34897.01,11
"Wisconsin","Douglas County","Total Covered",1143,40953.01,14
"Wisconsin","Dunn County","Total Covered",1017,41433.01,11
"Wisconsin","Eau Claire County","Total Covered",2859,45710.01,17
"Wisconsin","Florence County","Total Covered",141,27982.01,15
"Wisconsin","Fond Du Lac County","Total Covered",2391,45825.01,18
"Wisconsin","Forest County","Total Covered",291,36855.01,13
"Wisconsin","Grant County","Total Covered",1395,37401.01,12
"Wisconsin","Green County","Total Covered",1036,40427.01,12
"Wisconsin","Green Lake County","Total Covered",508,38176.01,17
"Wisconsin","Iowa County","Total Covered",671,43034.01,11
"Wisconsin","Iron County","Total Covered",222,31736.01,11
"Wisconsin","Jackson County","Total Covered",490,42822.01,14
"Wisconsin","Jefferson County","Total Covered",2108,40670.01,16
"Wisconsin","Juneau County","Total Covered",665,40211.01,13
"Wisconsin","Kenosha County","Total Covered",3516,44186.01,14
"Wisconsin","Kewaunee County","Total Covered",551,38941.01,15
"Wisconsin","La Crosse County","Total Covered",3151,44397.01,16
"Wisconsin","Lafayette County","Total Covered",463,36074.01,16
"Wisconsin","Langlade County","Total Covered",627,35305.01,15
"Wisconsin","Lincoln County","Total Covered",770,41393.01,14
"Wisconsin","Manitowoc County","Total Covered",1892,43506.01,16
"Wisconsin","Marathon County","Total Covered",3538,46295.01,15
"Wisconsin","Marinette County","Total Covered",1196,42348.01,16
"Wisconsin","Marquette County","Total Covered",357,35462.01,16
"Wisconsin","Menominee County","Total Covered",104,33790.01,16
"Wisconsin","Milwaukee County","Total Covered",27035,53830.01,16
"Wisconsin","Monroe County","Total Covered",1136,42277.01,13
"Wisconsin","Oconto County","Total Covered",793,34752.01,13
"Wisconsin","Oneida County","Total Covered",1455,40665.01,13
"Wisconsin","Outagamie County","Total Covered",5428,48261.01,16
"Wisconsin","Ozaukee County","Total Covered",2957,47462.01,14
"Wisconsin","Pepin County","Total Covered",279,37426.01,12
"Wisconsin","Pierce County","Total Covered",942,37379.01,13
"Wisconsin","Polk County","Total Covered",1188,37057.01,11
"Wisconsin","Portage County","Total Covered",1769,44036.01,14
"Wisconsin","Price County","Total Covered",476,37913.01,12
"Wisconsin","Racine County","Total Covered",4525,48268.01,13
"Wisconsin","Richland County","Total Covered",460,36583.01,15
"Wisconsin","Rock County","Total Covered",3515,46115.01,11
"Wisconsin","Rusk County","Total Covered",368,36019.01,11
"Wisconsin","St. Croix County","Total Covered",2426,41966.01,16
"Wisconsin","Sauk County","Total Covered",2025,39093.01,11
"Wisconsin","Sawyer County","Total Covered",691,35191.01,13
"Wisconsin","Shawano County","Total Covered",1041,34049.01,14
"Wisconsin","Sheboygan County","Total Covered",2866,48851.01,16
"Wisconsin","Taylor County","Total Covered",512,38620.01,13
"Wisconsin","Trempealeau County","Total Covered",793,41297.01,18
